,ID,name,full_name,club,age,league,nationality,eur_value,eur_wage,eur_release_clause,overall,potential,position,preferred_foot
194,24630,José Reina,José Manuel Reina Páez,Napoli,34,Italian Serie A,Spain,10500000.0,59000.0,17900000.0,83,83,gk,Right
195,20775,Quaresma,Ricardo Andrade Quaresma Bernardo,Beşiktaş JK,33,Turkish Süper Lig,Portugal,15500000.0,67000.0,29500000.0,83,83,mid,Right
196,20289,Y. Touré,Yaya Touré,Manchester City,34,English Premier League,Ivory Coast,12500000.0,145000.0,23100000.0,83,83,mid,Right
197,5479,Casillas,Iker Casillas Fernández,FC Porto,36,Portuguese Primeira Liga,Spain,3500000.0,10000.0,7000000.0,83,83,gk,Left
198,230621,G. Donnarumma,Gianluigi Donnarumma,Milan,18,Italian Serie A,Italy,28500000.0,35000.0,54200000.0,82,94,gk,Right
199,222492,L. Sané,Leroy Sané,Manchester City,21,English Premier League,Germany,34500000.0,125000.0,70700000.0,82,91,mid,Left
200,219809,T. Bakayoko,Tiémoué Bakayoko,Chelsea,22,English Premier League,France,26000000.0,105000.0,53300000.0,82,88,mid,Right
201,219683,C. Tolisso,Corentin Tolisso,FC Bayern Munich,22,German Bundesliga,France,30500000.0,98000.0,56400000.0,82,89,mid,Right
202,216594,N. Fekir,Nabil Fekir,Olympique Lyonnais,23,French Ligue 1,France,29000000.0,70000.0,57300000.0,82,86,f_mid,Left
203,216451,J. Seri,Jean Michaël Seri,OGC Nice,25,French Ligue 1,Ivory Coast,26000000.0,45000.0,51400000.0,82,83,mid,Right
204,215785,K. Baldé Diao,Keita Baldé Diao,AS Monaco,22,French Ligue 1,Senegal,32500000.0,46000.0,68300000.0,82,90,wing,Right
205,213331,J. Tah,Jonathan Tah,Bayer 04 Leverkusen,21,German Bundesliga,Germany,26000000.0,47000.0,49400000.0,82,88,cb,Right
206,212404,F. Bernardeschi,Federico Bernardeschi,Juventus,23,Italian Serie A,Italy,30500000.0,110000.0,56400000.0,82,88,mid,Left
207,212188,T. Werner,Timo Werner,RB Leipzig,21,German Bundesliga,Germany,30500000.0,68000.0,54100000.0,82,87,st,Right
208,211575,André Gomes,André Filipe Tavares Gomes,FC Barcelona,23,Spanish Primera División,Portugal,30000000.0,150000.0,67500000.0,82,88,mid,Right
209,211300,A. Martial,Anthony Martial,Manchester United,21,English Premier League,France,33000000.0,115000.0,67700000.0,82,90,mid,Right
210,208808,Q. Promes,Quincy Promes,Spartak Moscow,25,Russian Premier League,Netherlands,28000000.0,76000.0,44100000.0,82,85,mid,Right
211,208618,Lucas Vázquez,Lucas Vázquez Iglesias,Real Madrid CF,26,Spanish Primera División,Spain,26000000.0,185000.0,55300000.0,82,83,mid,Right
212,208421,Saúl,Saúl Ñíguez Esclápez,Atlético Madrid,22,Spanish Primera División,Spain,32000000.0,59000.0,72000000.0,82,90,mid,Left
213,207863,Felipe,Felipe Augusto de Almeida Monteiro,FC Porto,28,Portuguese Primeira Liga,Brazil,18000000.0,20000.0,36000000.0,82,82,cb,Right
214,207664,C. Bacca,Carlos Bacca,Villarreal CF,30,Spanish Primera División,Colombia,21500000.0,125000.0,,82,82,st,Right
215,207471,F. Vázquez,Franco Vázquez,Sevilla FC,28,Spanish Primera División,Italy,22500000.0,27000.0,47300000.0,82,82,mid,Left
216,207410,M. Kovačić,Mateo Kovačić,Real Madrid CF,23,Spanish Primera División,Croatia,30000000.0,150000.0,67500000.0,82,88,mid,Right
217,206652,Sergio Rico,Sergio Rico González,Sevilla FC,23,Spanish Primera División,Spain,21500000.0,16000.0,46800000.0,82,87,gk,Right
218,206545,Manu Trigueros,Manuel Trigueros Muñoz,Villarreal CF,25,Spanish Primera División,Spain,27500000.0,43000.0,59800000.0,82,85,mid,Right
219,205452,A. Rüdiger,Antonio Rüdiger,Chelsea,24,English Premier League,Germany,24500000.0,105000.0,47200000.0,82,86,cb,Right
220,204970,F. Thauvin,Florian Thauvin,Olympique de Marseille,24,French Ligue 1,France,28000000.0,40000.0,55300000.0,82,85,mid,Left
221,204639,S. Savić,Stefan Savić,Atlético Madrid,26,Spanish Primera División,Montenegro,24000000.0,62000.0,51000000.0,82,86,cb,Right
222,204525,Iñigo Martínez,Iñigo Martínez Berridi,Real Sociedad,26,Spanish Primera División,Spain,24000000.0,37000.0,52200000.0,82,86,cb,Left
223,204277,Roque Mesa,Roque Mesa Quevedo,Swansea City,28,English Premier League,Spain,18000000.0,85000.0,34200000.0,82,82,mid,Right
224,203551,A. Florenzi,Alessandro Florenzi,Roma,26,Italian Serie A,Italy,22000000.0,73000.0,39100000.0,82,84,wb,Right
225,203483,D. Klaassen,Davy Klaassen,Everton,24,English Premier League,Netherlands,27500000.0,110000.0,54300000.0,82,85,mid,Right
226,202857,K. Bellarabi,Karim Bellarabi,Bayer 04 Leverkusen,27,German Bundesliga,Germany,23000000.0,67000.0,39100000.0,82,82,mid,Right
227,202652,R. Sterling,Raheem Sterling,Manchester City,22,English Premier League,England,29500000.0,140000.0,56800000.0,82,87,mid,Right
228,202651,Suso,Jesús Joaquín Fernández Sáez,Milan,23,Italian Serie A,Spain,29500000.0,110000.0,52400000.0,82,87,wing,Left
229,202477,Deulofeu,Gerard Deulofeu Lázaro,FC Barcelona,23,Spanish Primera División,Spain,31000000.0,165000.0,69800000.0,82,89,mid,Right
230,202335,E. Dier,Eric Dier,Tottenham Hotspur,23,English Premier League,England,25000000.0,85000.0,49400000.0,82,87,cb,Right
231,201862,M. Rojo,Marcos Rojo,Manchester United,27,English Premier League,Argentina,21000000.0,130000.0,40400000.0,82,83,cb,Left
232,200949,Lucas,Lucas Rodrigues M. Silva,Paris Saint-Germain,24,French Ligue 1,Brazil,28000000.0,92000.0,53900000.0,82,85,wing,Right
233,200104,H. Son,Heung Min Son,Tottenham Hotspur,24,English Premier League,Korea Republic,28000000.0,95000.0,55300000.0,82,85,mid,Right
234,199845,F. Acerbi,Francesco Acerbi,Sassuolo,29,Italian Serie A,Italy,17000000.0,68000.0,28900000.0,82,82,cb,Left
235,199503,G. Xhaka,Granit Xhaka,Arsenal,24,English Premier League,Switzerland,27500000.0,110000.0,52900000.0,82,85,mid,Left
236,198164,Jonathan Viera,Jonathan Viera Ramos,UD Las Palmas,27,Spanish Primera División,Spain,23000000.0,31000.0,48300000.0,82,82,mid,Right
237,197965,Pizzi,Luis Miguel Afonso Fernandes,SL Benfica,27,Portuguese Primeira Liga,Portugal,23000000.0,19000.0,46000000.0,82,82,mid,Right
238,195093,Willian José,Willian José da Silva,Real Sociedad,25,Spanish Primera División,Brazil,29000000.0,42000.0,63100000.0,82,86,st,Right
239,194794,A. Yarmolenko,Andriy Yarmolenko,Borussia Dortmund,27,German Bundesliga,Ukraine,23000000.0,78000.0,39100000.0,82,82,mid,Left
240,193698,O. Baumann,Oliver Baumann,TSG 1899 Hoffenheim,27,German Bundesliga,Germany,18000000.0,37000.0,32000000.0,82,84,gk,Right
241,193532,G. Medel,Gary Medel,Beşiktaş JK,29,Turkish Süper Lig,Chile,17000000.0,64000.0,32300000.0,82,82,cb,Right
242,193469,Víctor Ruíz,Víctor Ruíz Torre,Villarreal CF,28,Spanish Primera División,Spain,20000000.0,43000.0,43500000.0,82,83,cb,Left
243,193348,X. Shaqiri,Xherdan Shaqiri,Stoke City,25,English Premier League,Switzerland,26500000.0,85000.0,52300000.0,82,83,mid,Left
244,193082,J. Cuadrado,Juan Cuadrado,Juventus,29,Italian Serie A,Colombia,21500000.0,130000.0,35500000.0,82,82,mid,Right
245,190483,Douglas Costa,Douglas Costa de Souza,Juventus,26,Italian Serie A,Brazil,24000000.0,115000.0,,82,82,mid,Left
246,190456,N. Clyne,Nathaniel Clyne,Liverpool,26,English Premier League,England,22000000.0,115000.0,43500000.0,82,84,wb,Right
247,189560,Iborra,Vicente Iborra de la Fuente,Leicester City,29,English Premier League,Spain,17000000.0,85000.0,32300000.0,82,82,mid,Right
248,188942,V. Wanyama,Victor Wanyama,Tottenham Hotspur,26,English Premier League,Kenya,23000000.0,99000.0,45400000.0,82,85,mid,Right
249,188803,Taison,Taison Barcellos Freda,Shakhtar Donetsk,29,Ukrainian Premier League,Brazil,21500000.0,1000.0,45200000.0,82,82,mid,Right
250,187754,Marlos,Marlos Romero Bonfim,Shakhtar Donetsk,29,Ukrainian Premier League,Ukraine,21500000.0,1000.0,45200000.0,82,82,mid,Left
251,187072,L. Stindl,Lars Stindl,Borussia Mönchengladbach,28,German Bundesliga,Germany,23000000.0,56000.0,39100000.0,82,82,f_mid,Right
252,186627,M. Balotelli,Mario Balotelli,OGC Nice,26,French Ligue 1,Italy,24500000.0,51000.0,46600000.0,82,82,st,Right
253,186561,A. Ramsey,Aaron Ramsey,Arsenal,26,English Premier League,Wales,25500000.0,130000.0,49100000.0,82,83,mid,Right
254,186153,W. Szczęsny,Wojciech Szczęsny,Juventus,27,Italian Serie A,Poland,18000000.0,90000.0,31100000.0,82,84,gk,Right
255,184484,G. Sigurðsson,Gylfi Sigurðsson,Everton,27,English Premier League,Iceland,23000000.0,130000.0,43700000.0,82,82,mid,Right
256,184267,Y. Brahimi,Yacine Brahimi,FC Porto,27,Portuguese Primeira Liga,Algeria,23000000.0,21000.0,46000000.0,82,82,mid,Right
257,184200,M. Arnautović,Marko Arnautović,West Ham United,28,English Premier League,Austria,22500000.0,125000.0,42800000.0,82,82,mid,Right
258,183711,J. Henderson,Jordan Henderson,Liverpool,27,English Premier League,England,21500000.0,115000.0,42500000.0,82,84,mid,Right
259,183574,M. Kruse,Max Kruse,SV Werder Bremen,29,German Bundesliga,Germany,22000000.0,47000.0,37400000.0,82,82,f_mid,Left
260,183497,O. Karnezis,Orestis Karnezis,Watford,31,English Premier League,Greece,13500000.0,30000.0,,82,82,gk,Right
261,183376,L. Fejsa,Ljubomir Fejsa,SL Benfica,28,Portuguese Primeira Liga,Serbia,18000000.0,18000.0,36000000.0,82,82,mid,Right
262,182494,F. Muslera,Fernando Muslera,Galatasaray SK,31,Turkish Süper Lig,Uruguay,13500000.0,57000.0,25700000.0,82,82,gk,Right
263,181786,V. Ćorluka,Vedran Ćorluka,Lokomotiv Moscow,31,Russian Premier League,Croatia,15000000.0,54000.0,22500000.0,82,82,cb,Right
264,181291,G. Wijnaldum,Georginio Wijnaldum,Liverpool,26,English Premier League,Netherlands,27000000.0,130000.0,53300000.0,82,85,mid,Right
265,179847,F. Fazio,Federico Fazio,Roma,30,Italian Serie A,Argentina,16500000.0,73000.0,28100000.0,82,82,cb,Right
266,178509,O. Giroud,Olivier Giroud,Arsenal,30,English Premier League,France,21500000.0,140000.0,39800000.0,82,82,st,Left
267,178372,B. Ivanović,Branislav Ivanović,Zenit St. Petersburg,33,Russian Premier League,Serbia,9000000.0,73000.0,13500000.0,82,82,cb,Right
268,178224,J. Hernández,Javier Hernández,West Ham United,29,English Premier League,Mexico,22000000.0,135000.0,41800000.0,82,82,st,Right
269,177600,Beñat,Beñat Etxebarria Urkiaga,Athletic Club de Bilbao,30,Spanish Primera División,Spain,20500000.0,35000.0,43100000.0,82,82,mid,Right
270,177457,L. Bender,Lars Bender,Bayer 04 Leverkusen,28,German Bundesliga,Germany,20000000.0,64000.0,35500000.0,82,83,wb,Right
271,177413,A. Witsel,Axel Witsel,unknown,28,unknown,Belgium,0.0,0.0,,82,82,mid,Right
272,176600,K. Gameiro,Kévin Gameiro,Atlético Madrid,30,Spanish Primera División,France,21500000.0,73000.0,44100000.0,82,82,st,Right
273,174543,C. Bravo,Claudio Bravo,Manchester City,34,English Premier League,Chile,9000000.0,110000.0,16700000.0,82,82,gk,Right
274,172723,A. Begović,Asmir Begović,Bournemouth,30,English Premier League,Bosnia Herzegovina,14000000.0,64000.0,26600000.0,82,82,gk,Right
275,171919,Naldo,Ronaldo Aparecido Rodrigues,FC Schalke 04,34,German Bundesliga,Brazil,6500000.0,48000.0,11100000.0,82,82,cb,Right
276,171833,D. Sturridge,Daniel Sturridge,Liverpool,27,English Premier League,England,23500000.0,140000.0,44700000.0,82,82,st,Left
277,169595,D. Rose,Danny Rose,Tottenham Hotspur,26,English Premier League,England,21000000.0,99000.0,41500000.0,82,83,wb,Left
278,169416,C. Vela,Carlos Vela,Real Sociedad,28,Spanish Primera División,Mexico,22500000.0,46000.0,47300000.0,82,82,wing,Left
279,168354,E. Viviano,Emiliano Viviano,Sampdoria,31,Italian Serie A,Italy,13500000.0,37000.0,23000000.0,82,82,gk,Left
280,167431,G. Castro,Gonzalo Castro,Borussia Dortmund,30,German Bundesliga,Germany,20500000.0,72000.0,34900000.0,82,82,mid,Right
281,165239,S. Nasri,Samir Nasri,Antalyaspor,30,Turkish Süper Lig,France,21000000.0,29000.0,42000000.0,82,82,mid,Right
282,163824,A. Williams,Ashley Williams,Everton,32,English Premier League,Wales,12500000.0,115000.0,23800000.0,82,82,cb,Right
283,163631,L. Baines,Leighton Baines,Everton,32,English Premier League,England,12500000.0,115000.0,23800000.0,82,82,wb,Left
284,163489,A. Consigli,Andrea Consigli,Sassuolo,30,Italian Serie A,Italy,14000000.0,52000.0,23800000.0,82,82,gk,Right
285,162347,João Moutinho,João Filipe Moutinho,AS Monaco,30,French Ligue 1,Portugal,20500000.0,48000.0,39000000.0,82,82,mid,Right
286,158121,B. Costil,Benoît Costil,Girondins de Bordeaux,29,French Ligue 1,France,15000000.0,46000.0,28500000.0,82,82,gk,Right
287,157481,Raúl Albiol,Raúl Albiol Tortajada,Napoli,31,Italian Serie A,Spain,15000000.0,73000.0,25500000.0,82,82,cb,Right
288,150724,J. Hart,Joe Hart,West Ham United,30,English Premier League,England,14000000.0,110000.0,,82,82,gk,Right
289,150418,M. Gómez,Mario Gómez,VfL Wolfsburg,31,German Bundesliga,Germany,20000000.0,85000.0,34000000.0,82,82,st,Right
290,146760,Juanfran,Juan Francisco Torres Belén,Atlético Madrid,32,Spanish Primera División,Spain,12500000.0,62000.0,25600000.0,82,82,wb,Right
291,144622,Raffael,Raffael Caetano de Araújo,Borussia Mönchengladbach,32,German Bundesliga,Brazil,17500000.0,54000.0,29800000.0,82,82,st,Right
292,143745,A. Turan,Arda Turan,FC Barcelona,30,Spanish Primera División,Turkey,20500000.0,170000.0,42000000.0,82,82,mid,Right
293,135507,Fernandinho,Fernando Luiz Rosa,Manchester City,32,English Premier League,Brazil,12500000.0,130000.0,23100000.0,82,82,wb,Right
294,113422,David Villa,David Villa Sánchez,New York City Football Club,35,USA Major League Soccer,Spain,10000000.0,12000.0,15000000.0,82,82,st,Right
295,108080,S. Lichtsteiner,Stephan Lichtsteiner,Juventus,33,Italian Serie A,Switzerland,8500000.0,115000.0,14000000.0,82,82,wb,Right
296,104389,R. Jarstein,Rune Almenning Jarstein,Hertha BSC Berlin,32,German Bundesliga,Norway,12500000.0,30000.0,21300000.0,82,82,gk,Right
297,231677,M. Rashford,Marcus Rashford,Manchester United,19,English Premier League,England,26500000.0,74000.0,54300000.0,81,90,mid,Right
298,230666,Gabriel Jesus,Gabriel Fernando de Jesus,Manchester City,20,English Premier League,Brazil,31000000.0,115000.0,63600000.0,81,92,st,Right
299,227928,Nélson Semedo,Nélson Cabral Semedo,FC Barcelona,23,Spanish Primera División,Portugal,20500000.0,125000.0,46100000.0,81,87,wb,Right
300,227055,Gelson Martins,Gelson Dany Batalha Martins,Sporting CP,22,Portuguese Primeira Liga,Portugal,25000000.0,20000.0,55000000.0,81,88,mid,Right
301,222737,Malcom,Malcom Filipe Silva de Oliveira,Girondins de Bordeaux,20,French Ligue 1,Brazil,25000000.0,47000.0,52500000.0,81,88,mid,Left
302,222028,J. Weigl,Julian Weigl,Borussia Dortmund,21,German Bundesliga,Germany,21000000.0,46000.0,39900000.0,81,87,mid,Right
303,220793,D. Sánchez,Davinson Sánchez,Tottenham Hotspur,21,English Premier League,Colombia,21500000.0,70000.0,45200000.0,81,88,cb,Right
304,217699,I. Slimani,Islam Slimani,Leicester City,29,English Premier League,Algeria,18000000.0,92000.0,34200000.0,81,81,st,Right
305,216354,A. Kramarić,Andrej Kramarić,TSG 1899 Hoffenheim,26,German Bundesliga,Croatia,22000000.0,50000.0,39100000.0,81,83,wing,Right
306,216352,M. Brozović,Marcelo Brozović,Inter,24,Italian Serie A,Croatia,23000000.0,64000.0,40800000.0,81,85,mid,Right
307,216201,Williams,Iñaki Williams Arthuer,Athletic Club de Bilbao,23,Spanish Primera División,Spain,24500000.0,31000.0,56400000.0,81,87,wing,Right
308,216194,Dani García,Daniel Garcia Carrillo,SD Eibar,27,Spanish Primera División,Spain,17000000.0,26000.0,37000000.0,81,82,mid,Right
309,213661,A. Christensen,Andreas Christensen,Chelsea,21,English Premier League,Denmark,24000000.0,86000.0,49200000.0,81,90,cb,Right
310,212622,J. Kimmich,Joshua Kimmich,FC Bayern Munich,22,German Bundesliga,Germany,20500000.0,81000.0,37900000.0,81,87,cb,Right
311,211368,Bruma,Armindo Tué Na Bangna,RB Leipzig,22,German Bundesliga,Portugal,24000000.0,63000.0,42600000.0,81,86,mid,Right
312,210935,D. Berardi,Domenico Berardi,Sassuolo,22,Italian Serie A,Italy,24500000.0,62000.0,46600000.0,81,87,wing,Left
313,210008,A. Rabiot,Adrien Rabiot,Paris Saint-Germain,22,French Ligue 1,France,23500000.0,77000.0,45200000.0,81,86,mid,Left
314,209889,R. Guerreiro,Raphaël Guerreiro,Borussia Dortmund,23,German Bundesliga,Portugal,24000000.0,58000.0,42600000.0,81,86,wb,Left
315,208830,J. Vardy,Jamie Vardy,Leicester City,30,English Premier League,England,17000000.0,89000.0,32300000.0,81,81,st,Right
316,208670,H. Ziyech,Hakim Ziyech,Ajax,24,Holland Eredivisie,Morocco,23000000.0,16000.0,33900000.0,81,85,mid,Left
317,207599,M. Keane,Michael Keane,Everton,24,English Premier League,England,21000000.0,91000.0,44100000.0,81,87,cb,Right
318,205498,Jorginho,Luiz Frello Filho Jorge,Napoli,25,Italian Serie A,Italy,22000000.0,71000.0,39100000.0,81,84,mid,Right
319,203747,Héctor Bellerín,Héctor Bellerín Moruno,Arsenal,22,English Premier League,Spain,21000000.0,91000.0,43100000.0,81,88,wb,Right
320,203042,J. Butland,Jack Butland,Stoke City,24,English Premier League,England,18000000.0,50000.0,37800000.0,81,87,gk,Right
321,202685,S. Zaza,Simone Zaza,Valencia CF,26,Spanish Primera División,Italy,21000000.0,44000.0,45700000.0,81,82,st,Left
322,202371,T. Meunier,Thomas Meunier,Paris Saint-Germain,25,French Ligue 1,Belgium,18500000.0,77000.0,35600000.0,81,84,wb,Right
323,201995,Felipe Anderson,Felipe Anderson Pereira Gomes,Lazio,24,Italian Serie A,Brazil,24000000.0,57000.0,42600000.0,81,86,mid,Right
324,201400,Rafinha,Rafael Alcântara,FC Barcelona,24,Spanish Primera División,Brazil,23500000.0,140000.0,49900000.0,81,86,mid,Left
325,200724,Nacho Fernández,José Ignacio Fernández Iglesias,Real Madrid CF,27,Spanish Primera División,Spain,17500000.0,145000.0,37200000.0,81,83,cb,Right
326,199987,J. Cillessen,Jasper Cillessen,FC Barcelona,28,Spanish Primera División,Netherlands,15000000.0,125000.0,31900000.0,81,83,gk,Right
327,199564,Sergi Roberto,Sergio Roberto Carnicer,FC Barcelona,25,Spanish Primera División,Spain,19500000.0,140000.0,41400000.0,81,86,wb,Right
328,199451,W. Ben Yedder,Wissam Ben Yedder,Sevilla FC,26,Spanish Primera División,France,21000000.0,26000.0,45700000.0,81,82,st,Right
329,199354,Lucas Pérez,Lucas Pérez Martínez,RC Deportivo de La Coruña,28,Spanish Primera División,Spain,18500000.0,135000.0,,81,81,f_mid,Left
330,199189,R. Barkley,Ross Barkley,Everton,23,English Premier League,England,23000000.0,105000.0,45400000.0,81,85,mid,Right
331,198951,C. Bakambu,Cédric Bakambu,Villarreal CF,26,Spanish Primera División,DR Congo,22500000.0,45000.0,48900000.0,81,84,mid,Right
332,198717,W. Zaha,Wilfried Zaha,Crystal Palace,24,English Premier League,Ivory Coast,22500000.0,60000.0,44400000.0,81,84,mid,Right
333,198141,Bartra,Marc Bartra Aregall,Borussia Dortmund,26,German Bundesliga,Spain,18000000.0,61000.0,32000000.0,81,83,cb,Right
334,197853,S. Aurier,Serge Aurier,Tottenham Hotspur,24,English Premier League,Ivory Coast,19000000.0,79000.0,37500000.0,81,85,wb,Right
335,197655,S. Coates,Sebastián Coates,Sporting CP,26,Portuguese Primeira Liga,Uruguay,18000000.0,21000.0,37400000.0,81,83,cb,Right
336,197242,G. Krychowiak,Grzegorz Krychowiak,West Bromwich Albion,27,English Premier League,Poland,17500000.0,81000.0,,81,83,mid,Right
337,195365,K. Kampl,Kevin Kampl,RB Leipzig,26,German Bundesliga,Slovenia,20500000.0,73000.0,36400000.0,81,82,mid,Right
338,195086,D. Lovren,Dejan Lovren,Liverpool,27,English Premier League,Croatia,17500000.0,110000.0,34600000.0,81,83,cb,Right
339,193738,Y. Belhanda,Younès Belhanda,Galatasaray SK,27,Turkish Süper Lig,Morocco,18500000.0,71000.0,35200000.0,81,81,f_mid,Right
340,193525,Mário Fernandes,Mário Figueira Fernandes,CSKA Moscow,26,Russian Premier League,Russia,17000000.0,52000.0,26800000.0,81,82,wb,Right
341,193352,R. Rodríguez,Ricardo Rodríguez,Milan,24,Italian Serie A,Switzerland,18500000.0,83000.0,32800000.0,81,84,cb,Left
342,193165,J. Corona,Jesús Corona,FC Porto,24,Portuguese Primeira Liga,Mexico,23000000.0,17000.0,47700000.0,81,85,mid,Right
343,192789,Mario Gaspar,Mario Gaspar Pérez Martínez,Villarreal CF,26,Spanish Primera División,Spain,18000000.0,38000.0,39200000.0,81,84,wb,Right
344,192638,Marcos Alonso,Marcos Alonso Mendoza,Chelsea,26,English Premier League,Spain,17500000.0,115000.0,33700000.0,81,83,wb,Left
